7.8.0.0-7.8.255.255,7.5.2.0-7.5.2.31,ALLOW
4.4.0.0-4.7.255.255,0.0.0.0-7.255.255.255,DENY
4.3.0.0-4.3.255.255,10.8.0.0-10.15.255.255,ALLOW
9.0.0.0-9.127.255.255,9.0.0.0-9.15.255.255,ALLOW
7.4.0.0-7.7.255.255,10.0.0.0-10.127.255.255,DENY
4.7.0.0-4.7.31.255,4.3.3.1,DENY
9.0.0.0-9.255.255.255,2.0.0.0-2.31.255.255,ALLOW
3.1.10.7,6.8.0.0-6.8.127.255,DENY
2.1.4.8-2.1.4.11,0.0.0.0-15.255.255.255,ALLOW
10.0.0.0-10.255.255.255,5.3.9.0-5.3.9.15,ALLOW
4.0.0.0-4.7.255.255,4.0.0.0-4.7.255.255,ALLOW
10.7.2.0-10.7.2.63,7.10.5.0-7.10.5.63,ALLOW
4.7.2.0-4.7.2.255,0.0.0.0-31.255.255.255,ALLOW
4.5.0.0-4.5.255.255,0.0.0.0-63.255.255.255,ALLOW
5.7.0.0-5.7.15.255,3.1.7.0-3.1.7.3,ALLOW
9.0.0.0-9.255.255.255,0.0.0.0-15.255.255.255,ALLOW
0.0.0.0-127.255.255.255,1.2.6.0-1.2.6.15,DENY
10.0.0.0-10.63.255.255,7.0.0.0-7.31.255.255,ALLOW
10.1.1.10,8.2.0.0-8.2.3.255,DENY
0.0.0.0-63.255.255.255,0.0.0.0-255.255.255.255,DENY
4.0.0.0-4.63.255.255,8.1.4.6-8.1.4.7,DENY
1.10.6.0-1.10.6.255,10.0.0.0-10.31.255.255,ALLOW
4.0.0.0-4.127.255.255,4.7.10.4-4.7.10.7,DENY
7.0.0.0-7.127.255.255,9.0.0.0-9.31.255.255,ALLOW
0.0.0.0-63.255.255.255,4.3.3.0-4.3.3.127,ALLOW
5.8.0.0-5.8.31.255,2.0.0.0-2.255.255.255,DENY
0.0.0.0-3.255.255.255,5.10.3.0-5.10.3.255,DENY
9.10.2.0-9.10.2.63,8.0.0.0-8.63.255.255,DENY
4.0.0.0-4.31.255.255,0.0.0.0-127.255.255.255,DENY
0.0.0.0-31.255.255.255,8.0.0.0-8.127.255.255,DENY
5.5.0.0-5.5.3.255,9.9.4.0-9.9.7.255,ALLOW
8.0.0.0-15.255.255.255,5.9.9.9,DENY
8.1.8.8-8.1.8.15,2.0.0.0-2.31.255.255,ALLOW
7.9.7.8-7.9.7.15,4.2.8.0-4.2.8.127,DENY
6.0.0.0-6.3.255.255,0.0.0.0-7.255.255.255,ALLOW
5.0.0.0-5.31.255.255,4.5.10.0-4.5.10.127,DENY
8.0.0.0-8.3.255.255,6.2.0.0-6.3.255.255,DENY
2.7.9.0-2.7.9.15,6.10.0.0-6.11.255.255,DENY
9.0.0.0-9.127.255.255,4.2.4.0-4.2.5.255,DENY
3.0.0.0-3.63.255.255,5.5.7.0-5.5.7.7,ALLOW
3.7.0.0-3.7.15.255,3.6.10.0-3.6.10.15,ALLOW
2.9.4.0-2.9.5.255,0.0.0.0-31.255.255.255,ALLOW
6.6.10.0-6.6.10.63,0.0.0.0-31.255.255.255,ALLOW
2.4.7.0-2.4.7.127,0.0.0.0-7.255.255.255,ALLOW
6.0.0.0-6.63.255.255,1.2.0.0-1.3.255.255,ALLOW
4.0.0.0-4.15.255.255,10.7.5.0-10.7.5.3,DENY
6.6.0.0-6.6.127.255,2.6.7.0-2.6.7.31,DENY
2.0.0.0-2.31.255.255,5.3.8.0-5.3.8.15,ALLOW
3.0.0.0-3.127.255.255,9.3.0.0-9.3.255.255,DENY
1.10.6.0-1.10.7.255,1.0.0.0-1.255.255.255,ALLOW
0.0.0.0-31.255.255.255,2.0.0.0-2.7.255.255,DENY
3.0.0.0-3.7.255.255,1.5.4.0-1.5.4.15,DENY
3.9.0.0-3.9.31.255,4.3.0.0-4.3.31.255,DENY
0.0.0.0-127.255.255.255,5.4.0.0-5.4.31.255,ALLOW
6.8.0.0-6.8.127.255,0.0.0.0-127.255.255.255,ALLOW
0.0.0.0-127.255.255.255,5.6.7.0-5.6.7.31,DENY
0.0.0.0-127.255.255.255,4.0.0.0-7.255.255.255,DENY
1.3.9.6,3.0.0.0-3.255.255.255,DENY
4.8.0.0-4.9.255.255,3.8.0.0-3.8.31.255,DENY
2.4.1.0-2.4.1.15,6.0.0.0-6.31.255.255,DENY
1.9.0.0-1.9.127.255,7.2.3.0-7.2.3.7,ALLOW
10.0.0.0-11.255.255.255,0.0.0.0-127.255.255.255,ALLOW
3.0.0.0-3.63.255.255,4.0.0.0-4.3.255.255,ALLOW
1.7.5.2-1.7.5.3,0.0.0.0-31.255.255.255,ALLOW
2.0.0.0-2.63.255.255,9.7.9.8,ALLOW
8.8.0.0-8.15.255.255,9.3.6.0-9.3.6.127,DENY
4.0.0.0-4.127.255.255,10.6.0.0-10.7.255.255,DENY
10.6.0.0-10.7.255.255,2.9.2.10-2.9.2.11,DENY
5.3.0.0-5.3.7.255,0.0.0.0-63.255.255.255,DENY
5.8.0.0-5.8.31.255,7.1.5.8-7.1.5.15,ALLOW
5.6.0.0-5.6.63.255,6.8.0.0-6.11.255.255,ALLOW
7.6.0.0-7.7.255.255,4.10.3.0-4.10.3.255,DENY
7.9.0.0-7.9.127.255,10.10.4.8-10.10.4.11,ALLOW
10.3.0.0-10.3.63.255,10.9.0.0-10.9.7.255,DENY
8.3.5.0-8.3.5.3,5.2.9.0-5.2.9.1,ALLOW
3.5.3.8-3.5.3.11,1.0.0.0-1.127.255.255,ALLOW
4.3.0.0-4.3.31.255,2.2.1.0-2.2.1.255,DENY
10.9.4.2,3.6.7.0-3.6.7.63,DENY
8.9.7.2,3.0.0.0-3.127.255.255,ALLOW
2.8.0.0-2.11.255.255,10.4.1.0-10.4.1.15,DENY
4.0.0.0-7.255.255.255,10.0.0.0-10.255.255.255,DENY
9.4.10.3,5.7.0.0-5.7.63.255,DENY
3.4.4.0-3.4.7.255,7.0.0.0-7.3.255.255,ALLOW
3.9.6.0-3.9.7.255,9.6.0.0-9.7.255.255,DENY
8.10.0.0-8.10.15.255,9.5.0.0-9.5.127.255,ALLOW
2.10.10.0-2.10.10.31,2.8.10.6,ALLOW
9.0.0.0-9.63.255.255,6.2.0.0-6.2.7.255,ALLOW
5.0.0.0-5.15.255.255,9.8.0.0-9.11.255.255,DENY
9.3.9.9,7.4.0.0-7.5.255.255,ALLOW
0.0.0.0-255.255.255.255,10.10.1.0-10.10.1.255,DENY
9.3.0.0-9.3.255.255,2.0.0.0-3.255.255.255,DENY
5.0.0.0-5.255.255.255,6.9.3.7,DENY
8.2.0.0-8.2.127.255,4.1.8.0-4.1.11.255,ALLOW
2.10.0.0-2.10.31.255,6.0.0.0-6.63.255.255,DENY
8.10.0.0-8.10.1.255,10.3.1.0-10.3.1.15,ALLOW
1.2.0.0-1.3.255.255,9.4.0.0-9.7.255.255,DENY
9.5.3.4-9.5.3.7,8.0.0.0-8.31.255.255,DENY
7.8.0.0-7.8.31.255,2.0.0.0-2.255.255.255,ALLOW
5.6.0.0-5.6.3.255,7.1.0.0-7.1.7.255,DENY
3.6.8.0-3.6.8.127,8.2.8.0-8.2.8.15,ALLOW
8.0.0.0-11.255.255.255,2.2.0.0-2.2.7.255,DENY
4.0.0.0-4.3.255.255,4.10.10.0-4.10.10.255,ALLOW
3.7.3.0-3.7.3.3,6.5.8.0-6.5.11.255,ALLOW
2.6.0.0-2.7.255.255,8.8.0.0-8.15.255.255,ALLOW
3.3.0.0-3.3.7.255,8.6.8.4-8.6.8.7,DENY
9.4.0.0-9.4.7.255,1.2.0.0-1.2.63.255,DENY
6.6.3.0-6.6.3.7,6.0.0.0-6.15.255.255,DENY
8.0.0.0-15.255.255.255,0.0.0.0-127.255.255.255,ALLOW
2.1.8.0-2.1.15.255,0.0.0.0-31.255.255.255,DENY
7.0.0.0-7.255.255.255,8.0.0.0-11.255.255.255,ALLOW
0.0.0.0-255.255.255.255,0.0.0.0-7.255.255.255,ALLOW
10.0.0.0-10.3.255.255,5.0.0.0-5.63.255.255,DENY
6.0.0.0-6.127.255.255,2.0.0.0-2.127.255.255,ALLOW
8.0.0.0-15.255.255.255,7.0.0.0-7.7.255.255,ALLOW
0.0.0.0-7.255.255.255,1.2.0.0-1.2.31.255,DENY
2.2.0.0-2.2.63.255,1.6.5.0-1.6.5.7,DENY
0.0.0.0-15.255.255.255,0.0.0.0-7.255.255.255,DENY
8.0.0.0-8.127.255.255,1.8.8.0-1.8.9.255,ALLOW
10.0.0.0-10.127.255.255,7.3.7.0-7.3.7.15,ALLOW
10.6.2.0-10.6.2.1,9.6.3.8-9.6.3.11,DENY
6.3.0.0-6.3.127.255,1.4.0.0-1.4.15.255,DENY
7.4.6.0-7.4.7.255,3.8.0.0-3.15.255.255,DENY
3.3.8.0-3.3.8.15,9.0.0.0-9.3.255.255,DENY
0.0.0.0-15.255.255.255,6.9.0.0-6.9.15.255,ALLOW
5.0.0.0-5.15.255.255,0.0.0.0-7.255.255.255,ALLOW
6.9.8.0-6.9.15.255,0.0.0.0-3.255.255.255,ALLOW
5.6.0.0-5.6.31.255,7.0.0.0-7.15.255.255,DENY
9.10.0.0-9.10.15.255,8.5.2.0-8.5.2.15,DENY
6.0.0.0-7.255.255.255,9.1.7.4,DENY
0.0.0.0-3.255.255.255,9.6.0.0-9.6.7.255,DENY
8.1.9.0-8.1.9.3,5.6.0.0-5.6.7.255,ALLOW
0.0.0.0-127.255.255.255,2.2.1.0-2.2.1.255,DENY
0.0.0.0-127.255.255.255,0.0.0.0-31.255.255.255,DENY
9.2.10.4-9.2.10.7,0.0.0.0-7.255.255.255,DENY
4.0.0.0-4.255.255.255,8.0.0.0-8.15.255.255,ALLOW
8.0.0.0-9.255.255.255,2.1.3.0-2.1.3.15,DENY
6.8.10.4-6.8.10.5,1.0.0.0-1.127.255.255,DENY
10.10.0.0-10.10.15.255,2.1.4.0-2.1.4.127,ALLOW
0.0.0.0-127.255.255.255,6.4.1.0-6.4.1.255,DENY
6.3.0.0-6.3.255.255,0.0.0.0-15.255.255.255,ALLOW
8.9.8.0-8.9.11.255,3.0.0.0-3.63.255.255,DENY
6.7.0.0-6.7.3.255,3.2.2.0-3.2.2.255,DENY
0.0.0.0-1.255.255.255,8.9.8.0-8.9.8.63,DENY
0.0.0.0-3.255.255.255,2.9.1.0-2.9.1.7,ALLOW
8.2.0.0-8.2.31.255,5.10.2.4-5.10.2.7,ALLOW
8.2.8.0-8.2.15.255,8.0.0.0-8.255.255.255,DENY
9.7.0.0-9.7.255.255,6.5.0.0-6.5.15.255,DENY
2.2.1.8-2.2.1.11,5.0.0.0-5.255.255.255,ALLOW
4.0.0.0-4.63.255.255,0.0.0.0-127.255.255.255,DENY
6.4.0.0-6.4.15.255,1.1.0.0-1.1.255.255,ALLOW
8.10.2.0-8.10.2.255,8.3.0.0-8.3.255.255,ALLOW
6.5.0.0-6.5.31.255,1.2.0.0-1.2.63.255,DENY
0.0.0.0-3.255.255.255,9.0.0.0-9.255.255.255,ALLOW
3.6.0.0-3.7.255.255,9.2.4.0-9.2.4.3,ALLOW
4.3.0.0-4.3.31.255,4.0.0.0-4.15.255.255,ALLOW
8.0.0.0-8.127.255.255,6.0.0.0-6.7.255.255,DENY
0.0.0.0-63.255.255.255,0.0.0.0-15.255.255.255,ALLOW
5.3.0.0-5.3.7.255,0.0.0.0-31.255.255.255,DENY
3.6.4.2-3.6.4.3,8.4.0.0-8.5.255.255,DENY
7.5.8.0-7.5.8.15,4.9.10.0-4.9.10.127,DENY
0.0.0.0-127.255.255.255,2.10.0.0-2.10.63.255,ALLOW
7.10.0.0-7.10.7.255,6.0.0.0-6.127.255.255,DENY
3.10.7.4-3.10.7.5,8.0.0.0-8.15.255.255,DENY
5.0.0.0-5.127.255.255,1.4.0.0-1.4.31.255,DENY
0.0.0.0-63.255.255.255,1.2.0.0-1.2.15.255,ALLOW
9.0.0.0-9.15.255.255,0.0.0.0-31.255.255.255,DENY
5.0.0.0-5.15.255.255,6.5.1.8,DENY
6.6.4.0-6.6.4.15,4.8.0.0-4.8.127.255,DENY
0.0.0.0-1.255.255.255,5.0.0.0-5.15.255.255,ALLOW
3.0.0.0-3.7.255.255,6.3.8.8-6.3.8.9,ALLOW
6.0.0.0-6.15.255.255,10.0.0.0-10.255.255.255,ALLOW
7.0.0.0-7.15.255.255,2.1.0.0-2.1.127.255,DENY
2.2.9.0-2.2.9.3,4.2.0.0-4.2.15.255,DENY
7.8.0.0-7.9.255.255,8.1.0.0-8.1.127.255,ALLOW
1.0.0.0-1.127.255.255,10.0.0.0-10.31.255.255,ALLOW
5.3.0.0-5.3.7.255,8.0.0.0-11.255.255.255,DENY
10.10.8.0-10.10.15.255,6.0.0.0-7.255.255.255,DENY
9.5.7.0-9.5.7.31,2.7.9.0-2.7.9.255,DENY
0.0.0.0-31.255.255.255,2.9.0.0-2.9.63.255,ALLOW
10.7.0.0-10.7.15.255,0.0.0.0-7.255.255.255,ALLOW
8.1.0.0-8.1.127.255,2.0.0.0-2.127.255.255,DENY
5.4.0.0-5.4.255.255,0.0.0.0-15.255.255.255,DENY
8.10.3.0-8.10.3.31,6.0.0.0-6.127.255.255,DENY
3.7.2.0-3.7.2.127,0.0.0.0-31.255.255.255,DENY
9.0.0.0-9.31.255.255,0.0.0.0-127.255.255.255,DENY
1.7.0.0-1.7.7.255,10.9.0.0-10.9.63.255,DENY
4.10.0.0-4.10.63.255,3.8.8.0-3.8.15.255,DENY
9.10.8.0-9.10.11.255,2.4.0.0-2.4.31.255,DENY
5.0.0.0-5.3.255.255,7.1.0.0-7.1.63.255,ALLOW
6.10.0.0-6.10.255.255,8.0.0.0-8.255.255.255,ALLOW
9.2.8.0-9.2.11.255,2.6.8.0-2.6.11.255,DENY
6.1.0.0-6.1.31.255,1.8.0.0-1.15.255.255,ALLOW
0.0.0.0-15.255.255.255,0.0.0.0-31.255.255.255,DENY
6.0.0.0-6.255.255.255,8.0.0.0-11.255.255.255,ALLOW
5.0.0.0-5.127.255.255,0.0.0.0-31.255.255.255,DENY
7.0.0.0-7.31.255.255,3.4.5.0-3.4.5.127,DENY
10.3.0.0-10.3.255.255,8.3.0.0-8.3.127.255,DENY
1.7.8.0-1.7.8.7,9.1.8.0-9.1.11.255,ALLOW
6.7.7.0-6.7.7.63,0.0.0.0-31.255.255.255,DENY
8.2.7.4-8.2.7.7,3.5.4.9,DENY
10.3.8.0-10.3.8.127,8.2.3.0-8.2.3.127,DENY
6.4.4.0-6.4.5.255,1.2.2.0-1.2.2.127,ALLOW
0.0.0.0-7.255.255.255,8.1.5.0-8.1.5.15,ALLOW
8.0.0.0-8.31.255.255,7.3.4.0-7.3.4.31,DENY
9.1.1.8-9.1.1.11,9.6.10.0-9.6.10.127,ALLOW
7.5.5.0-7.5.5.7,2.0.0.0-2.3.255.255,DENY
0.0.0.0-3.255.255.255,5.7.7.0-5.7.7.255,ALLOW
2.8.0.0-2.8.255.255,3.3.0.0-3.3.31.255,DENY
4.6.6.0-4.6.6.255,7.1.0.0-7.1.127.255,DENY
1.0.0.0-1.31.255.255,9.2.3.0-9.2.3.63,ALLOW
8.2.0.0-8.2.15.255,6.0.0.0-6.255.255.255,ALLOW
3.9.0.0-3.9.127.255,6.4.0.0-6.7.255.255,ALLOW
10.0.0.0-10.31.255.255,3.4.10.8-3.4.10.11,ALLOW
8.8.0.0-8.8.15.255,6.7.7.0-6.7.7.15,DENY
5.0.0.0-5.7.255.255,4.0.0.0-4.255.255.255,ALLOW
7.3.4.0-7.3.4.255,7.0.0.0-7.15.255.255,ALLOW
8.8.2.9,0.0.0.0-63.255.255.255,ALLOW
2.4.5.0-2.4.5.255,8.0.0.0-9.255.255.255,DENY
6.8.0.0-6.11.255.255,6.7.0.0-6.7.7.255,ALLOW
1.10.8.0-1.10.8.63,4.2.0.0-4.3.255.255,DENY
2.1.0.0-2.1.7.255,9.5.0.0-9.5.7.255,ALLOW
2.1.0.0-2.1.15.255,0.0.0.0-7.255.255.255,ALLOW
10.10.0.0-10.10.15.255,3.0.0.0-3.7.255.255,ALLOW
7.0.0.0-7.63.255.255,9.10.9.0-9.10.9.255,DENY
1.7.0.0-1.7.7.255,8.0.0.0-8.15.255.255,ALLOW
9.9.3.10-9.9.3.11,9.7.1.0-9.7.1.31,DENY
7.10.10.0-7.10.10.3,5.10.7.0-5.10.7.63,DENY
10.0.0.0-10.127.255.255,6.0.0.0-6.15.255.255,DENY
0.0.0.0-255.255.255.255,4.2.0.0-4.3.255.255,DENY
7.0.0.0-7.255.255.255,4.5.0.0-4.5.31.255,DENY
0.0.0.0-7.255.255.255,0.0.0.0-31.255.255.255,DENY
7.0.0.0-7.255.255.255,10.8.7.0-10.8.7.31,DENY
9.5.8.0-9.5.8.127,6.2.7.0-6.2.7.7,DENY
8.5.0.0-8.5.31.255,5.0.0.0-5.255.255.255,ALLOW
7.0.0.0-7.7.255.255,0.0.0.0-127.255.255.255,ALLOW
3.1.6.0-3.1.7.255,0.0.0.0-255.255.255.255,ALLOW
5.1.2.0-5.1.2.15,2.0.0.0-2.7.255.255,ALLOW
4.0.0.0-4.31.255.255,4.0.0.0-4.255.255.255,ALLOW
8.0.0.0-8.127.255.255,1.7.0.0-1.7.255.255,DENY
6.5.7.0-6.5.7.63,6.0.0.0-6.255.255.255,ALLOW
10.0.0.0-11.255.255.255,0.0.0.0-3.255.255.255,ALLOW
3.8.3.0-3.8.3.31,6.10.0.0-6.10.3.255,ALLOW
1.4.8.0-1.4.15.255,1.0.0.0-1.31.255.255,DENY
5.0.0.0-5.127.255.255,4.0.0.0-5.255.255.255,DENY
8.8.6.0-8.8.6.127,2.4.3.7,ALLOW
2.9.0.0-2.9.31.255,6.8.2.5,ALLOW
6.5.6.0-6.5.6.31,8.0.0.0-11.255.255.255,DENY
4.0.0.0-4.31.255.255,4.7.7.0-4.7.7.63,DENY
7.8.1.0-7.8.1.127,6.2.7.8-6.2.7.15,DENY
7.8.0.0-7.15.255.255,0.0.0.0-127.255.255.255,ALLOW
5.6.2.0-5.6.2.127,10.0.0.0-10.255.255.255,ALLOW
6.0.0.0-6.63.255.255,7.5.7.0-7.5.7.63,ALLOW
1.2.8.0-1.2.15.255,6.9.4.0-6.9.4.15,DENY
0.0.0.0-63.255.255.255,0.0.0.0-31.255.255.255,DENY
0.0.0.0-31.255.255.255,2.0.0.0-2.127.255.255,DENY
4.4.0.0-4.4.15.255,7.0.0.0-7.7.255.255,ALLOW
5.5.9.0-5.5.9.31,9.9.0.0-9.9.7.255,ALLOW
4.9.6.10-4.9.6.11,10.0.0.0-10.127.255.255,DENY
3.8.0.0-3.15.255.255,7.0.0.0-7.63.255.255,DENY
8.8.0.0-8.8.15.255,6.10.1.0-6.10.1.255,DENY
1.8.0.0-1.11.255.255,6.2.0.0-6.2.3.255,DENY
3.6.7.6-3.6.7.7,9.5.3.4-9.5.3.7,ALLOW
4.5.3.0-4.5.3.63,0.0.0.0-3.255.255.255,ALLOW
4.10.4.0-4.10.4.7,6.8.10.2,DENY
6.0.0.0-7.255.255.255,5.8.5.0-5.8.5.15,ALLOW
3.8.0.0-3.15.255.255,3.1.4.0-3.1.5.255,ALLOW
0.0.0.0-63.255.255.255,4.0.0.0-7.255.255.255,DENY
2.9.8.6,6.0.0.0-7.255.255.255,ALLOW
0.0.0.0-31.255.255.255,8.7.8.7,ALLOW
4.2.2.0-4.2.2.255,2.7.0.0-2.7.127.255,ALLOW
1.10.0.0-1.10.255.255,1.7.5.0-1.7.5.15,ALLOW
9.0.0.0-9.63.255.255,8.0.0.0-8.7.255.255,DENY
7.4.8.0-7.4.11.255,5.6.0.0-5.7.255.255,ALLOW
4.8.9.10-4.8.9.11,10.4.4.0-10.4.7.255,DENY
8.2.0.0-8.2.7.255,5.8.4.0-5.8.7.255,ALLOW
10.7.0.0-10.7.15.255,0.0.0.0-63.255.255.255,DENY
0.0.0.0-31.255.255.255,10.7.5.8-10.7.5.11,DENY
0.0.0.0-63.255.255.255,7.5.4.0-7.5.4.255,ALLOW
4.9.10.0-4.9.10.7,1.4.0.0-1.5.255.255,DENY
5.4.6.0-5.4.7.255,8.9.0.0-8.9.127.255,DENY
8.2.0.0-8.3.255.255,0.0.0.0-31.255.255.255,DENY
8.0.0.0-11.255.255.255,7.8.0.0-7.8.15.255,DENY
0.0.0.0-127.255.255.255,6.0.0.0-6.255.255.255,DENY
1.0.0.0-1.15.255.255,0.0.0.0-63.255.255.255,ALLOW
7.6.3.8-7.6.3.9,5.8.4.0-5.8.5.255,ALLOW
4.5.0.0-4.5.31.255,1.2.6.0-1.2.6.127,ALLOW
0.0.0.0-63.255.255.255,9.9.9.0-9.9.9.63,DENY
3.4.4.0-3.4.7.255,5.9.0.0-5.9.1.255,DENY
3.5.0.0-3.5.31.255,7.4.0.0-7.7.255.255,ALLOW
4.1.4.0-4.1.5.255,8.0.0.0-8.127.255.255,ALLOW
0.0.0.0-63.255.255.255,6.5.4.0-6.5.7.255,ALLOW
1.6.8.0-1.6.8.127,4.8.1.0-4.8.1.127,ALLOW
1.10.10.0-1.10.10.127,1.8.4.0-1.8.5.255,DENY
1.0.0.0-1.255.255.255,5.0.0.0-5.63.255.255,DENY
0.0.0.0-31.255.255.255,4.1.3.0-4.1.3.63,DENY
0.0.0.0-31.255.255.255,5.10.0.0-5.10.127.255,ALLOW
8.0.0.0-8.63.255.255,0.0.0.0-15.255.255.255,DENY
5.4.2.0-5.4.2.31,8.0.0.0-11.255.255.255,DENY
9.8.9.0-9.8.9.255,8.0.0.0-15.255.255.255,ALLOW
0.0.0.0-63.255.255.255,3.10.0.0-3.10.7.255,DENY
5.0.0.0-5.127.255.255,0.0.0.0-15.255.255.255,DENY
5.2.4.0-5.2.7.255,8.1.0.0-8.1.7.255,ALLOW
10.2.0.0-10.3.255.255,6.4.8.4,DENY
4.0.0.0-7.255.255.255,1.1.9.8,ALLOW
2.0.0.0-2.1.255.255,0.0.0.0-127.255.255.255,ALLOW
8.2.4.0-8.2.7.255,2.0.0.0-2.63.255.255,DENY
6.9.3.0-6.9.3.255,7.2.3.6-7.2.3.7,ALLOW
1.2.0.0-1.2.255.255,4.1.4.0-4.1.4.63,DENY
3.0.0.0-3.127.255.255,5.8.0.0-5.8.63.255,DENY
7.0.0.0-7.255.255.255,8.6.0.0-8.6.31.255,ALLOW
10.8.6.0-10.8.6.31,9.1.4.0-9.1.4.31,DENY
4.9.0.0-4.9.127.255,8.0.0.0-11.255.255.255,DENY
2.6.1.4-2.6.1.5,0.0.0.0-7.255.255.255,ALLOW
0.0.0.0-7.255.255.255,1.8.0.0-1.11.255.255,DENY
7.3.10.2-7.3.10.3,8.10.6.0-8.10.7.255,DENY
3.0.0.0-3.63.255.255,2.3.7.9,DENY
8.0.0.0-11.255.255.255,7.6.4.2,ALLOW
3.3.8.0-3.3.8.31,5.3.10.0-5.3.10.15,ALLOW
4.0.0.0-5.255.255.255,8.8.8.0-8.8.9.255,ALLOW
5.5.2.0-5.5.2.31,4.3.0.0-4.3.15.255,ALLOW
10.3.2.0-10.3.2.3,5.0.0.0-5.63.255.255,ALLOW
2.0.0.0-3.255.255.255,2.5.6.0-2.5.6.3,DENY
8.9.0.0-8.9.127.255,5.0.0.0-5.127.255.255,ALLOW
5.1.3.4-5.1.3.7,0.0.0.0-255.255.255.255,DENY
7.3.0.0-7.3.127.255,4.10.6.0-4.10.7.255,DENY
4.10.0.0-4.11.255.255,1.0.0.0-1.31.255.255,DENY
8.4.0.0-8.5.255.255,8.6.0.0-8.6.31.255,ALLOW
8.0.0.0-11.255.255.255,4.0.0.0-4.31.255.255,DENY
5.0.0.0-5.127.255.255,10.6.0.0-10.7.255.255,ALLOW
4.10.4.0-4.10.4.31,3.0.0.0-3.127.255.255,ALLOW
6.5.0.0-6.5.7.255,0.0.0.0-127.255.255.255,DENY
10.0.0.0-10.63.255.255,6.2.0.0-6.2.255.255,DENY
5.2.8.0-5.2.8.31,6.2.2.0-6.2.3.255,ALLOW
8.0.0.0-11.255.255.255,2.5.0.0-2.5.15.255,ALLOW
